Pakbon;Filiaal;Datum;Artikel nr;Artikel id;Leverancier;Hoofdgroep;Kleur id;Kleur;Kleur leverancier;Maat;Barcode;Barcode leverancier;Aantal;Material;GN -code;Weight article;Origin;Netto;Kostprijs;Valuta;Kostprijs Valuta
824141;26;10-06-2025;00017180;248/30;Garcia;Pants denim;EKA00000200022357;8819-medium used;8819-medium used;31-30;2900074262046;8713215807631;1;COT 72%,RCO 20%,PL 6%,EA 2%;62046231;805;TN;700;22,83;CHF;21,46
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;38;2900077734014;8713215894495;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;36;2900077734021;8713215894488;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;33;2900077734038;8713215894464;2;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;34;2900077734045;8713215894471;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;32;2900077734052;8713215894457;2;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;28;2900077734069;8713215894419;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;29;2900077734076;8713215894426;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;27;2900077734083;8713215894600;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;31;2900077734090;8713215894440;2;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200021025;5000-white;5000-white;30;2900077734106;8713215894433;2;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;13,08;CHF;12,30
824141;26;10-06-2025;00032931;248/28;Garcia;Pants denim;EKA00000200022357;8819-medium used;8819-medium used;29-28;2900074261032;8713215807945;1;COT 72%,RCO 20%,PL 6%,EA 2%;62046231;805;TN;700;22,83;CHF;21,46
824141;26;10-06-2025;00034714;395;Garcia;Pants denim;EKA00000200022598;5317-bleached;5317-bleached;140;2900076375034;8717519150462;1;COT 79%,RCO 20%,EA 1%;62034231;690;BD;600;14,46;CHF;13,59
824141;26;10-06-2025;00036505;249/32;Garcia;Pants denim;EKA00000200022530;8190-dark used;8190-dark used;29-32;2900075690039;8713215908109;1;COT 79%,RCO 20%,EA 1%;62046231;805;TR;700;20,25;CHF;19,04
824141;26;10-06-2025;00037313;B50030;Garcia;Shirt long sleeves;EKA00000200016753;60-black;60-black;L;2900076289041;8717519035318;1;VIS 100%;62064000;230;CN;200;15,74;CHF;14,80
824141;26;10-06-2025;00037905;Z0013;Garcia;Pullovers;EKA00000200022148;4294-whitecap;4294-whitecap;S;2900077174025;8713215953017;1;COT 60%,ACR 40%;61102099;403;CN;350;13,47;CHF;12,66
824197;26;10-06-2025;00008854;630/32;Garcia;Pants denim;EKA00000200022681;8381-light used;8381-light used;31-32;2900076943158;8717519166050;1;COT 72%,RCO 20%,PL 6%,EA 2%;62034231;920;BD;800;17,35;CHF;16,31
824197;26;10-06-2025;00008864;244/30;Garcia;Pants denim;EKA00000200022404;3634-medium used;3634-medium used;33-30;2900074610199;8713215896987;1;COT 54%,LY 44%,EA 2%;62046918;403;CN;350;21,85;CHF;20,54
824197;26;10-06-2025;00016880;Garcia Medium Paper Bag;Garcia;Diversen;01;01;01;ONE;2900039732010;;1;Paper;48089000;12000;NL;11000;0,01;CHF;0,01
824197;26;10-06-2025;00022575;611/32;Garcia;Pants denim;EKA00000200021455;4522-dark used;4522-dark used;33-32;2900068020089;8713215114456;1;COT 99%,EA 1%;62034235;690;BD;600;18,21;CHF;17,12
824197;26;10-06-2025;00022575;611/32;Garcia;Pants denim;EKA00000200022383;1861-rinsed;1861-rinsed;33-32;2900074446088;8713215884472;1;COT 99%,EA 1%;62034235;690;BD;600;17,44;CHF;16,39
824197;26;10-06-2025;00022575;611/32;Garcia;Pants denim;EKA00000200022483;7339-base army;7339-base army;34-32;2900075270040;8717519003195;1;COT 99%,EA 1%;62034235;690;BD;600;16,53;CHF;15,54
824197;26;10-06-2025;00025354;700;Garcia;Colberts (incl gilets);EKA00000200022301;4915-light used;4915-light used;L;2900073914045;8713215365452;2;COT 70%,RCO 20%,PL 8%,EA 2%;62043290;575;TR;500;17,98;CHF;16,90
824197;26;10-06-2025;00025864;Z1025/C;Van Zon mode;Accessory;218;218-grey;218;M;2900073384039;;1;LEA100%;42033000;115;NL;100;5,06;CHF;4,76
824197;26;10-06-2025;00025864;Z1025/C;Van Zon mode;Accessory;60;60-black;60;M;2900056606035;8713215105331;1;LEA100%;42033000;115;NL;100;5,05;CHF;4,75
824197;26;10-06-2025;00025874;Z2020/C;Van Zon mode;Accessory;204;204-brown;204;140;2900077106057;;1;LEA100%;42033000;80;NL;70;4,79;CHF;4,50
824197;26;10-06-2025;00027865;Z0080;Garcia;Accessory;EKA00000200016753;60-black;60-black;36-42;2900059966013;8718212410136;3;COT 75%,POL 20%,EA 5%;61159500;115;DK;100;4,31;CHF;4,05
824197;26;10-06-2025;00027865;Z0080;Garcia;Accessory;EKA00000200016753;60-black;60-black;40-46;2900059966020;8718212411782;6;COT 75%,POL 20%,EA 5%;61159500;115;DK;100;4,32;CHF;4,06
824197;26;10-06-2025;00027865;Z0080;Garcia;Accessory;EKA00000200019907;50-white;50-white;36-42;2900059967010;8718212410129;4;COT 75%,POL 20%,EA 5%;61159500;115;DK;100;4,32;CHF;4,06
824197;26;10-06-2025;00027865;Z0080;Garcia;Accessory;EKA00000200019907;50-white;50-white;40-46;2900059967027;8718212411775;1;COT 75%,POL 20%,EA 5%;61159500;115;DK;100;4,32;CHF;4,06
824197;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200022100;5904-cement;5904-cement;34;2900076534042;8717519158871;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;14,39;CHF;13,53
824197;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200022233;4815-stone blue;4815-stone blue;33;2900076532031;8717519159083;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;14,39;CHF;13,53
824197;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200022233;4815-stone blue;4815-stone blue;34;2900076532048;8717519159090;1;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;14,39;CHF;13,53
824197;26;10-06-2025;00028282;615;Garcia;Bermuda/Shorts;EKA00000200022620;4939-medium used;4939-medium used;33;2900076527037;8717519157270;2;COT 85%,PL 13%,EA 2%;62034235;460;BD;400;14,04;CHF;13,20
824197;26;10-06-2025;00029227;Z3026/C;Van Zon mode;Accessory;60;60-black;60 ;164;2900062367081;8713215106109;2;LEA100%;42033000;80;NL;70;5,11;CHF;4,80
824197;26;10-06-2025;00030848;Z0043/C;Van Zon mode;Accessory;60;60-black;60;M;2900064876031;290006487603;1;LEA100%;42033000;80;NL;70;6,68;CHF;6,28
824197;26;10-06-2025;00032596;Z1092;Garcia;T-shirts.s(incl singlets);EKA00000200016592;292-dark moon;292-dark moon;L;2900068243037;8713215257375;1;COT 100%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032596;Z1092;Garcia;T-shirts.s(incl singlets);EKA00000200016753;60-black;60-black;M;2900068245024;8713215257481;2;COT 100%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032596;Z1092;Garcia;T-shirts.s(incl singlets);EKA00000200016753;60-black;60-black;L;2900068245031;8713215257498;8;COT 100%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032597;Z1093;Garcia;T-shirts long sleeve;EKA00000200016753;60-black;60-black;S;2900068248018;8713215257665;1;COT 100%;61091000;173;BD;150;5,73;CHF;5,39
824197;26;10-06-2025;00032597;Z1093;Garcia;T-shirts long sleeve;EKA00000200016753;60-black;60-black;XXL;2900068248056;8713215257702;4;COT 100%;61091000;173;BD;150;5,74;CHF;5,40
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200016592;292-dark moon;292-dark moon;L;2900072635033;8713215688612;1;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200016592;292-dark moon;292-dark moon;XL;2900072635040;8713215688629;1;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200016753;60-black;60-black;S;2900068251018;8713215257856;1;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200016753;60-black;60-black;M;2900068251025;8713215257863;1;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200016753;60-black;60-black;XXL;2900068251056;8713215257894;6;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200019907;50-white;50-white;S;2900068250011;8713215257795;3;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200019907;50-white;50-white;L;2900068250035;8713215257818;2;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032598;Z1091;Garcia;T-shirts.s(incl singlets);EKA00000200019907;50-white;50-white;XXL;2900068250059;8713215257832;2;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032599;Z1090;Garcia;T-shirts.s(incl singlets);EKA00000200016592;292-dark moon;292-dark moon;L;2900072634036;8713215688667;2;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032599;Z1090;Garcia;T-shirts.s(incl singlets);EKA00000200016592;292-dark moon;292-dark moon;XL;2900072634043;8713215688674;1;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032599;Z1090;Garcia;T-shirts.s(incl singlets);EKA00000200016592;292-dark moon;292-dark moon;XXL;2900072634050;8713215688681;1;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
824197;26;10-06-2025;00032599;Z1090;Garcia;T-shirts.s(incl singlets);EKA00000200016753;60-black;60-black;L;2900068253036;8713215258006;2;COT 95%,EA 5%;61091000;173;BD;150;5,01;CHF;4,71
